reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
efb15aa9-d5ad-4005-843f-fe015528ff1b,Yasin Khan,https://play-lh.googleusercontent.com/a/ACg8ocL-PMnilbpgqeRmQ3fM24zRA7Zetm1-A0jVaqXFQcRfm_OnGg=mo,Nice apps ♥️🥰🥰🥰,5,0,1.0.18,2025-04-10 03:29:44,,,1.0.18
e1a363f3-f6dc-48e3-9992-663d792b21ab,mousumi akter,https://play-lh.googleusercontent.com/a-/ALV-UjUP4eY4IgBp54yeEsEUjMt28or7Pu6RQpbn5t9ssMVsculSAJQ,very very nice apps of the world,5,0,,2025-04-07 04:43:32,"Dear Sir, thank you for taking the time to rate our app with 5 Stars! Your feedback is very important to us. Please let us know what new features you would like to see in our app at https://dgzip.ebl-bd.com/query/.",2025-04-08 03:09:27,
0ba0beaf-4cf3-48b3-9b2d-4cddcc6b6bee,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Amazing!,5,0,1.0.18,2025-04-06 15:20:12,"Dear Sir, thank you for taking the time to rate our app with 5 Stars! Your feedback is very important to us. Please let us know what new features you would like to see in our app at https://dgzip.ebl-bd.com/query/.",2025-04-07 02:59:49,1.0.18
8d035f81-6a16-4b37-a65c-cd9ef433279f,Omar Faruk,https://play-lh.googleusercontent.com/a/ACg8ocKfqaAZBm-yZV2f4s_J1WGAZobGwyZLXHevtpsyMOOCWysQCg=mo,good app,5,0,1.0.18,2025-04-06 09:20:06,"Dear Sir, thank you for taking the time to rate our app with 5 Stars! Your feedback is very important to us. Please let us know what new features you would like to see in our app at https://dgzip.ebl-bd.com/query/.",2025-04-06 11:43:48,1.0.18
2d827ae7-2c86-4a30-b602-5df31fc0a828,ANJAN KUMER NATH,https://play-lh.googleusercontent.com/a-/ALV-UjV7GyjJq87EL4dc_6r5zuFG83N52AEyEsoWq6hh6HC39rh6nec,Excellent,5,0,1.0.18,2025-04-06 05:06:22,"Dear Sir, thank you for taking the time to rate our app with Stars! Your feedback is very important to us. Please let us know what new features you would like to see in our app at https://dgzip.ebl-bd.com/query/.",2025-04-06 03:44:05,1.0.18
2415125f-7fef-4a31-a350-6ff396cbb036,Capt M Sayeed Uz Zaman,https://play-lh.googleusercontent.com/a-/ALV-UjVuUgyzjC_CCwkGzFOkuu7evs0SBdllspnMqIHmI6lMFwFKam1LPg,Good app,5,0,1.0.18,2025-04-05 21:08:27,"Dear Sir, thank you for taking the time to rate our app with 5 Stars! Your feedback is very important to us. Please let us know what new features you would like to see in our app at https://dgzip.ebl-bd.com/query/.",2025-04-06 03:44:40,1.0.18
69ae2ac1-fcf4-4ac8-9fe1-7f58a5f2566b,Touha Zohair,https://play-lh.googleusercontent.com/a-/ALV-UjXTk658e9ispBXFcvDKezxmAEcqWbqHfX8B-h_cT77AX7aNYjwqqQ,otp inputs don't autofill code from sms. otp sms is also badly formatted and users cannot copy otp from sms notification. would be better if we could also save bkash numbers for later use like bank account numbers.,2,0,1.0.18,2025-04-05 07:49:15,"Dear Sir, We are sorry for the inconvenience you faced with the EBL Skybanking app. Your feedback is important to us. Due to security reason,, the autofill option is currently unavailable. For assistance, please reach us at https://dgzip.ebl-bd.com/query/. Thank you for your understanding and patience. Best regards, The EBL Skybanking Team",2025-04-06 03:48:26,1.0.18
82055295-c306-4cda-be46-01951933e272,Wahid Jamal,https://play-lh.googleusercontent.com/a/ACg8ocJCdc5QKMCuEFPyjCaE4nQPcVCnT37f9x5s3ANeBqnNMu9HNQ=mo,Good,5,0,1.0.17,2025-04-05 06:32:14,"Dear Sir, thank you for taking the time to rate our app with 5 Stars! Your feedback is very important to us. Please let us know what new features you would like to see in our app at https://dgzip.ebl-bd.com/query/.",2025-04-06 03:44:32,1.0.17
2521f4ec-d52c-4b50-ba8c-24edb4f6e0fe,Abdullah Muzahid,https://play-lh.googleusercontent.com/a-/ALV-UjV4VTGbKMsZTaQx_ObkbOAlmo_u5NKycBVDVCHBaWAfwQEK9eJt,Ahter the recent update the app has become much much slower. Previously it was good.,4,0,1.0.18,2025-04-05 01:35:43,"Dear Sir, We are sorry for the inconvenience you faced with the EBL Skybanking app. Your feedback is important to us. We are working to resolve this issue as quickly as possible. For any assistance, please feel free to reach us at https://dgzip.ebl-bd.com/query/. Thank you for your understanding and patience. Best regards, The EBL Skybanking Team",2025-03-11 02:29:39,1.0.18
6eb3a2bb-b539-4526-b38c-1870018aa3a7,MD SALIM,https://play-lh.googleusercontent.com/a-/ALV-UjWRgi7bRrVm7rONdp6TkFOGgX9yBKrpe0UC0k8VXUmsI7kqLNk,very good,5,0,,2025-04-04 14:50:21,"Dear Sir, thank you for taking the time to rate our app with 5 Stars! Your feedback is very important to us. Please let us know what new features you would like to see in our app at https://dgzip.ebl-bd.com/query/.",2025-04-06 03:44:25,
