reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
dd202004-2385-4509-a41e-b788fb486c3b,Ziaull Hoque,https://play-lh.googleusercontent.com/a-/ALV-UjXqQawIAn9D2sH1DXKDs4BtuGHstbn09pp8gVfrBNC5BKjo2tWe,Good,5,0,5.3.6,2025-04-09 15:20:44,,,5.3.6
11fb0322-5be9-4e0e-ad5a-f2cc89e9361e,Mira Khatun,https://play-lh.googleusercontent.com/a-/ALV-UjUYs-9tuqNEISjTIeoVOPOp8tXb1SoAj7URcl5uisS6z7hVzSQ,some times app opening problem,5,0,5.3.6,2025-04-09 08:20:58,"Dear Sir, extremely sorry for the problem you are facing. Could you please clear the cache memory of your phone & try again?",2025-04-10 11:40:42,5.3.6
57f5d8d8-7788-45de-ba4f-2acfb340ea51,Md Monoar Hossain,https://play-lh.googleusercontent.com/a-/ALV-UjUne322jSGhR3iv5fw0wf1kbvno2a0jLjUwOPwh6ZJEOEU0rxhLHg,After last update its work very slow and so much lagging isshues,1,0,5.3.6,2025-04-09 08:14:35,"Dear Sir, extremely sorry for the problem you are facing. Could you please clear the cache memory of your phone & try again? Stay with MTB.",2025-04-10 11:41:19,5.3.6
c8642991-bafc-47d7-96cf-933577655d47,Semo Akter,https://play-lh.googleusercontent.com/a-/ALV-UjX3SMZcTZqXYW7MuDIonp6MasEcR-9Lg6b6SZmxI-iZubqi_qio,worst app,1,0,,2025-04-08 05:58:59,"Dear Sir, we are extremely sorry for the problem you are facing. we can not understand the exact problem. For further assistance, please share your problem along with error screenshot and account details at customer.service@mutualtrustbank.com. Stay with MTB",2025-04-09 05:51:05,
c9794d5a-b923-456b-94af-4afb6efcf440,Nasir Uddin,https://play-lh.googleusercontent.com/a/ACg8ocKHelrBp1ZL5aOg6_J0MkjHFRBDiFTf2FOdRCe3CQal8kE-0g=mo,please add dps and fdr closing option....,5,0,,2025-04-07 07:03:49,"Dear Sir, Thank you for your suggestions. We will try and incorporate them upcoming versions.",2025-04-10 11:41:39,
2ff7e7d4-55ec-4f51-90f3-72dad748372f,Safwan Ibne Masuk,https://play-lh.googleusercontent.com/a/ACg8ocIdQxbWb0cHpsTkxMwc-l2es15sW8lIlqFDOO7W97wA8c7E-uM=mo,Smooth UI. Loved it,5,0,5.3.6,2025-04-07 03:52:24,"Dear Sir, Thank you for your encouraging words. Stay with MTB",2025-04-10 11:42:12,5.3.6
964af311-edf6-457d-a61e-97c769d7723a,Md. Robiul Hasan,https://play-lh.googleusercontent.com/a-/ALV-UjVoVhrzcvAvi1DR02cti2FpJuIlMmPPo8r_NwSSqkX4GQNaDQA,"I'm using Vivo Y83 ,I am not able to use this app. It keep crushing again and again. I can't even open the app till now. need Solutions about this.",1,0,5.3.6,2025-04-05 19:24:06,"Dear Sir, extremely sorry for the problem you are facing. Could you please clear the cache memory of your phone & try again?. For further assistance, please share your problem along with error screenshot at customer.service@mutualtrustbank.com. Stay with MTB",2025-03-13 05:04:37,5.3.6
fcc6a1ed-9c06-432c-90b0-6a1794ba1a46,MD. ABADUL,https://play-lh.googleusercontent.com/a-/ALV-UjVScrblyksUZq9y-vZk8qbcJtj2yKXQ5i9Yvn_V3_2sLPRExGmW,nice,5,0,5.3.6,2025-04-01 17:28:32,,,5.3.6
e0a0897d-dda9-45d5-99b1-2abce6adae20,Md Khan Vai,https://play-lh.googleusercontent.com/a-/ALV-UjVRD1-RHe9rTCN8pgEGd2sMPjFzcDkhPuB0wV55aFAKzh5dgYY,nic,5,0,5.3.6,2025-03-31 04:04:11,,,5.3.6
5bf7755c-8e82-41a2-966f-c4c0c7f82096,MUNIF KHAN,https://play-lh.googleusercontent.com/a-/ALV-UjVmdj3BdxIDInKgRQhKkuwxexzXDtEF_xoR8QDvz93uxCrxW-IH,Please change or keep option for the colour scheme to more basic colours it's an eye soar . We are not in an anime app.,1,0,5.3.6,2025-03-28 15:40:15,,,5.3.6
fa6a1074-a3a9-4c12-bfa3-a7f20eeee3f7,Aklima Akter,https://play-lh.googleusercontent.com/a/ACg8ocJuadfhoObh3YO8nZPbk24ZJwf0Mtw4-HcRqq6i9QVHibCehA=mo,my mobile no support MTV new app,5,0,5.3.6,2025-03-28 12:18:35,,,5.3.6
45afb1f2-fb4e-409c-9b13-485624a55072,ABUL HASHEM,https://play-lh.googleusercontent.com/a-/ALV-UjX0rBtZFJa7iGqozS-KkzidJQ1KQ9R2oQO1Bgd_BNr3lkaGkMk,I can't login to my app there always showing field to load information. please help,1,0,5.3.6,2025-03-28 06:49:20,Thank you sir,2022-11-13 05:18:05,5.3.6
ba42c0af-9b71-45f3-b961-6986007a3d3e,md s,https://play-lh.googleusercontent.com/a-/ALV-UjXs74mhmdiCD7lqLfdUlL5sjqHm5sGFyXEgH6-jLBy_FFBtD4fl,আজ ৩য় বার হলো না কাজ ৷ এপে ঢুকা যাচ্ছে না,5,0,5.3.6,2025-03-27 11:07:24,"Dear Sir, extremely sorry for the problem you are facing. Could you please clear the cache memory of your phone & try again? For further assistance, please share your problem along with error screenshot and account details at customer.service@mutualtrustbank.com. Stay with MTB",2025-03-18 03:29:37,5.3.6
e7165f95-d5ff-4be6-a3b4-81401ff28178,MD Mosheur Rahman,https://play-lh.googleusercontent.com/a-/ALV-UjXOjaXNi35weqWpwuwVA1IdxDeNl1SnxZafONZKtydFno2K5AQ,Most Faulty App in Bank sector of Bangladesh,1,0,,2025-03-27 11:05:20,,,
610c3a62-c9bb-4a2c-8f0f-d34cc136ad21,mehedi hasan,https://play-lh.googleusercontent.com/a-/ALV-UjUWRjOqMWCVIltj0PRJEZqUdxIN7Y4eiNTwP5pl5aZxsAdEPctL,good,5,0,5.3.6,2025-03-27 10:53:58,Thank you so much sir.,2025-04-10 11:48:02,5.3.6
d00b4f2c-4aa7-4df5-845f-b70c4e3b1034,Shahid Shah,https://play-lh.googleusercontent.com/a/ACg8ocIauO8MZnue3UGqq4uQkI7NDp6V_zAAjHblFBfeJZxIXhd29Q=mo,so slow so much te consuming so much buffering,1,0,,2025-03-27 10:10:53,"Dear Sir, the inconvenience caused to you is deeply regretted. Try to clear the app data and cache. Also, please make sure that the device is connected to the internet. If nothing works, please share the registered mobile number, device details and service provider details at customer.service@mutualtrustbank.com.",2025-04-10 11:47:28,
3883f1d8-8aca-4709-bf06-6314b4fb0433,Sumya Najnin,https://play-lh.googleusercontent.com/a/ACg8ocLg5s0R9-BG9Cbd68tkHRQh2maZZjobMaXw3fDS8ZKWS99NoA=mo,Very slow! Take too much time to load the account type.,2,0,5.1.6,2025-03-27 09:33:17,"Dear Sir, the inconvenience caused to you is deeply regretted. Try to clear the app data and cache. Also, please make sure that the device is connected to the internet. If nothing works, please share the registered mobile number, device details and service provider details at customer.service@mutualtrustbank.com.",2025-04-10 11:46:57,5.1.6
70c12720-8b9e-4c47-aafc-a65a5a36cf32,Sahadat Hossain Reyad,https://play-lh.googleusercontent.com/a-/ALV-UjU6raz3xS5SwC9xCnIDbu1mJxfD4pLRtI4BrkBtIAtGKikd5H4,Good but still much more room to improve.,3,0,,2025-03-27 09:06:57,"Thank you sir, we are trying to improve our app for your better experience.",2025-04-10 11:45:49,
b03efdf4-525b-43fc-be04-05c4ce597fc2,Salahuddin M,https://play-lh.googleusercontent.com/a/ACg8ocJiM4haUm9E8M0mhRXTBpWHr4khSGgX5NhysF28Yix6Vs6nlg=mo,"A very good mobile App of MTB is replaced by a laggy, non-functional garbage 'Neo' App. Kindly bring back previous App please.",1,0,,2025-03-27 08:14:02,,,
5bffd5d3-555b-4a2b-848f-551f7600a37d,Saiful Alam,https://play-lh.googleusercontent.com/a-/ALV-UjVFeeWKpcyh7ry-O5X2xLsbrWUnD4CYGaRZXTlkLx2TKoK0nOI4,Currently facing a very slow login issue and i'm unable to pay any of my card bills through apps. Please fix the issue as soon as possible.,1,0,5.3.6,2025-03-27 06:54:06,"Dear Sir, extremely sorry for the problem you are facing. Could you please clear the cache memory of your phone & try again?",2025-04-10 11:43:42,5.3.6
553d1eb2-8771-4f80-9263-34ad99010695,Arifin Istiaque Toronto,https://play-lh.googleusercontent.com/a-/ALV-UjUc77leEvo7cuKC9U-3KFhGao3n1tKx-h_ITTSSonX-6Uxf7hLqRg,Takes like forever to load. login screen sometimes fails biometric. transferring fund takes lot of time to load.,1,0,5.3.6,2025-03-27 06:53:13,,,5.3.6
f4e127fb-ab47-448c-ba81-b8a28611d660,Shah habibur Rahman Himel,https://play-lh.googleusercontent.com/a-/ALV-UjV2G__AY6QjqWNe13-LVC1f3ZLzBag4zeFnw4XxSYq47MsA0rI,what happend to mtb neo?virtula cards are not showing.i can not see my balance of cards,2,0,,2025-03-27 06:34:53,,,
a693448e-ca46-4480-ac42-bb9d733f90c9,Mubashwira Zayan,https://play-lh.googleusercontent.com/a/ACg8ocJItfBrlyYsREagU3vJ7l0VCQ2wAF5MEKPcqUqv76gWKuHFsg=mo,latest update has made the app unusable. Can't make card payments and being logged out when trying. can't login anymore,1,0,,2025-03-27 05:41:27,,,
51bb1870-6555-4b83-9635-5e33bc25630a,Mahmud Sajib,https://play-lh.googleusercontent.com/a-/ALV-UjUXinu_1oOpR1Ya3Uxi4TTUPrHK8r0zOv9HYOxX4OIHRnueeQJt,"This update is completely rubbish , after updating the apps can't work, very slow,",1,0,,2025-03-27 05:15:46,,,
d1b7d714-4501-41c8-8e0d-e9264e21c5eb,SAJIB SHAID,https://play-lh.googleusercontent.com/a/ACg8ocKG6Hjy645Dk6V9Lg5s2-a3EJhKNK7fYMylrJZN4qIp6mytxw=mo,Gud......,5,0,5.3.6,2025-03-24 12:06:30,Thank you so much sir for your valuable feedback. Stay with MTB,2025-03-27 03:52:11,5.3.6
9ac43264-5e66-4230-b2cb-76ea5ca725dd,Anisur Rahman,https://play-lh.googleusercontent.com/a-/ALV-UjWFrccpvAwOpc110Tn8sQLuFTmo4AZGIe97XLo8xu7GHkJ7dg4g,"dear sir, How to Convert Read mode to Transaction mode. please help!",5,0,5.3.6,2025-03-24 06:03:17,"Dear user, kindly call to our hotline 16219 to convert Read Only mode to Transaction Mode. Thank you!",2025-03-24 06:08:44,5.3.6
07d3b354-b8fb-43da-a624-1e8de21f4bcf,paul rakesh,https://play-lh.googleusercontent.com/a-/ALV-UjW9QoW9F-gLUCw2HUlzqgGQPNa2YpP1Ti2P7q6NC4L8rAOlDB8nZA,Good enough till now.,5,0,5.3.6,2025-03-23 18:02:43,Thank you so much sir for your valuable feedback. Stay with MTB,2025-03-24 03:34:55,5.3.6
53e5e835-48a2-4ec0-8b61-2fb5e48b3170,MD Rayhan,https://play-lh.googleusercontent.com/a-/ALV-UjXXs3XAz1cEMVLSQg-DMpuMu1Eo0T59b3FDYp2zGdUldxoPYu4,Apps এ তো ডুকতে পারতেছি না কারন টা কি একটু জানাবেন,5,0,,2025-03-23 17:10:37,"Dear Sir, extremely sorry for the problem you are facing. Could you please clear the cache memory of your phone & try again? For further assistance, please share your problem along with error screenshot and account details at customer.service@mutualtrustbank.com. Stay with MTB",2025-03-24 03:33:59,
08868fe9-c8c8-45b8-8475-dd8137b84e6b,Md. Mofizul Islam,https://play-lh.googleusercontent.com/a-/ALV-UjV0eBKaBpx8xA9s8ElF4hM7EpCMXxMpWGCNNa_HmA3tMaUy6ALN,this new app is very slow,1,0,5.3.6,2025-03-23 10:56:22,"Dear Sir, extremely sorry for the problem you are facing. Could you please clear the cache memory of your phone & try again?",2025-03-24 03:34:34,5.3.6
2d3b3c0e-5876-4296-8203-06fbd1f2791b,Black Hornet,https://play-lh.googleusercontent.com/a/ACg8ocInwqQencb8Qxd-LHwhAj0NDibHQjdPsulFAvEEaHTlhrdfZg=mo,"I can't use this app.When tap this app for open,app disappear from the mobile screen.Please fix this. model:Oppo A5S.",3,0,4.0.1,2025-03-22 13:22:29,"Dear Sir, extremely sorry for the problem you are facing. Could you please clear the cache memory of your phone & try again? For further assistance, please share your problem along with error screenshot and account details at customer.service@mutualtrustbank.com. Stay with MTB",2025-03-23 07:45:48,4.0.1
