reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
fe33be60-3fd3-4714-9aa0-f37e305040ec,maya begum,https://play-lh.googleusercontent.com/a/ACg8ocIY9Vo3NEsbSSaFVCBFQ1Lah8CLh8dzqTDMiihykmAzGHL89Q=mo,good,5,0,,2025-04-09 12:46:04,,,
cda7a703-52fe-4466-aebe-e5974972aecd,Ehasanul Haque,https://play-lh.googleusercontent.com/a-/ALV-UjVU2pVKADtVJpFQ1pBJC0EpMy5nqTw9He4BQ6eIsAT52V3GQpw8mQ,This app needs a total makeover. It's super slow and the UI is just disgusting,1,0,3.7,2025-04-07 22:54:05,,,3.7
3479a31a-1c10-4eb7-9544-623f345c42bf,Tanjilul Niloy,https://play-lh.googleusercontent.com/a-/ALV-UjVMnjj8SRh_L4ZTntJ0s3cT-dWjdPpf5zEa3C27iPdhK1ks1PhyYg,"too slow, need service improvement",3,1,3.7,2025-04-03 19:15:45,,,3.7
44aea7cb-3383-45f7-8f6d-9125f0ea8d84,IMRAN KHAN,https://play-lh.googleusercontent.com/a-/ALV-UjWmV8MQtQZL0HyuidNCdmyKpORqrqDy5lWUbMmSLqfRg_MW9ZzviQ,"Can't login by account, only showing credit card option,",5,0,,2025-03-14 06:04:05,,,
aa9f875f-0e39-4498-b6e5-618c1c0fda6f,MAHIM TABASSUM,https://play-lh.googleusercontent.com/a-/ALV-UjX58UfOXeuWQQ6k4ZtBN60NUzC_KnbefHdOFFwdJlqIKvfl1cE,Not satisfied,1,0,3.7,2025-03-09 20:17:58,,,3.7
581932cf-2102-4fcd-bbb6-6536cb53b9a5,Dr. Taifur Aziz Khan,https://play-lh.googleusercontent.com/a-/ALV-UjXaGTkhXKXyukeLk65R1gWDlTnMX8SOBNDlckOWWWc4wUQ82dYa,WORST ever banking app,1,0,3.7,2025-03-06 10:26:39,,,3.7
68f277de-9cb8-4dc2-a102-37398b55fb3c,Bipul Roy,https://play-lh.googleusercontent.com/a-/ALV-UjWVXqworLLowzoGxyaup2bJfPcTf-ERZfmmHdPBPTQ0UXxl8LBC,Need to add bangla qr payment through credit card.,5,1,3.7,2025-03-05 09:41:28,,,3.7
4fc6e057-7d5b-49ec-962e-c256009254f0,Rakib Hasan,https://play-lh.googleusercontent.com/a-/ALV-UjUMqcw4q0OxXMotj05L1OAesRCncgLLCQG6s1mROvydne2lFXA_Ug,Very bad experience. Need to do more update. Totally useless app.,1,1,3.7,2025-03-03 17:10:15,,,3.7
8a7d3d3c-57a3-44d6-8b5b-c39ff13b61e0,Minhazul Abedin,https://play-lh.googleusercontent.com/a-/ALV-UjWpvV03m5sgZvc07tat8F3e7xxBtl45SBQ-c0Ny5CQfy2SVe6c,ফালতু একটা এ্যাপস,1,0,3.7,2025-03-02 07:55:02,,,3.7
fca08a77-80a4-4603-9cc7-ee114f246bf6,Snake Lord,https://play-lh.googleusercontent.com/a-/ALV-UjV2_3rkQHezqnJDMkDhWAL-eL5xVAdv3pAM-byD-HmNIuD6vvyz,"This app lacks important features like qr payment, card to other bank transfer. The user interface is very bad, looks like 10years old app.",1,9,3.7,2025-02-23 03:32:07,,,3.7
cd794e58-8bb2-422e-b951-6fe4417e4388,Nurtajul Haque Liton (Liton),https://play-lh.googleusercontent.com/a-/ALV-UjX5TvlqAIhjMr5vMbQ-1QPeQHBYRAGKJafhn4aNs0do1UBeuU6j,Very slowly working. It should be more faster. Please work about it. Thank you,1,1,3.7,2025-02-13 16:11:51,,,3.7
373c6a04-dc6e-43ba-8065-22b8a575c167,S M FARHAN LEON,https://play-lh.googleusercontent.com/a-/ALV-UjXJFmCeJmmmAzsA4cWoZPX89RTu9-oU6rP1cytTGQvd91EgO281,The app is no longer supported on my device!! Please fix the issue,1,1,3.5,2025-02-07 15:53:40,,,3.5
1bbd512f-35b3-4d8b-9e8f-925896379f8d,Al Azad,https://play-lh.googleusercontent.com/a-/ALV-UjVhVrCo6HuiSqdvhdGKzuvbLau7sviE5xDGINtMtxMPMqTyXWJC,এক কথায় ইউজার এক্সপেরিয়েন্স খুবই বাজে এই অ্যাপে,1,0,3.7,2025-02-05 18:03:08,,,3.7
660d99f2-0000-4ff9-85de-db95ba882b12,Jubaer Ahmad Nabil,https://play-lh.googleusercontent.com/a-/ALV-UjW2S2wgfWOBQwE9TWwQHrV4yO8ywsekNIVdrxABcJmw2FDsEMxv,"Very slow, it takes unusual time to click and open every option. As it's a Banking app, so it should be a lot of speed optimization improved",1,2,3.7,2025-01-28 11:04:12,,,3.7
e45f91b8-b659-4fdf-8bae-48439ac047a1,Prabir Paul,https://play-lh.googleusercontent.com/a/ACg8ocJXMFGDXmbHphNBYNyAyk1gWtp0_9Hk05mafIZ-ahVb2ppypu2Y=mo,I have using in Bangladesh is working when I come out from Bangladesh doesn't want to work why is doing that I have open developer off still not working why,1,1,3.7,2025-01-26 17:32:41,,,3.7
d2a35bb2-c373-481b-8f6d-da7dce6c1345,MD. IBRAHIM HOSSAIN,https://play-lh.googleusercontent.com/a-/ALV-UjWdZRClud59tUsOH3Tk8ly6M2DNYvKVw-AWXXO3RzIVA0KHzw4V,Apnader Bank er App ato faltu... Jamon Slow tamon loading nei onek ar bug onek.. R app er UI onek Baje.. Ei somoiye Sob bank e UI & Design Onek Sundor.. Apnader Bank er Emon Keno..? Kindly App Update Kore Sob Thik Korun.. Nahole Account Close Korte Baddho Hobo..Thanks Advance.,1,0,,2025-01-22 16:15:06,,,
ea390341-8b6b-4abb-8135-1cd7945699c7,Md. Ali Azam,https://play-lh.googleusercontent.com/a-/ALV-UjU1yCLs1nw6DPIhBpaJUSSC-66sEAtHdzz_6Rzq2BVpFcbOgoE,Good apps,5,0,3.6,2025-01-22 13:21:48,,,3.6
8b6c8f10-085b-472c-b4ac-ed6b0469d600,Md Saju Mia,https://play-lh.googleusercontent.com/a-/ALV-UjV8EdOx8FwySgd7zo8SVDl1V0RISXpuwv87JXp1VjaEmO7lbM9h,Very nice,5,0,,2025-01-21 15:36:19,,,
f52c10f2-9fe6-4fd2-ae10-65e37211a9c2,Al Hasan Rony,https://play-lh.googleusercontent.com/a-/ALV-UjU6jDLYqz-fwBiUwGCoKRt4Caw7yrsq7J9QC9H_nd_Q8qu4TxE,"আজকে এপস টা আপডেট করলাম তারিখ ১৯.০১.২০২৫, বাট এপস এর সে রকম কোন কিছুই আপডেট হয় নাই। এপস টা এখনো স্লো। দ্রুত আপডেট করা উচিত",1,0,,2025-01-19 17:53:13,,,
238d81c8-9dc8-4430-b9fb-b5337d6e559a,Abu Hena Mostafa Kamal (MUNNA),https://play-lh.googleusercontent.com/a-/ALV-UjXFc1Kajxs_7_Gi2COl8V4Wn1BPQU_YNVM8LChb0P7Ly5NU7U4l_A,"আমি 2 বছরের বেশি সময় ধরে এই এপ্সটি একই এন্ড্রয়েড ফোনে ব্যবহার করে আসছিলাম। গত সপ্তাহের লাষ্ট আপডেটের পর থেকে আর লগইন করতে পারছিনা, দেখাচ্ছে-This app is not compatible with your device anymore. এই ইস্যু নিয়ে ব্যাংক এবং সরাসরি এপ্স ডেভলপারদের ইমেইলে মেইল করেও কোন সমাধান পাইনি, এক সপ্তাহ হয়ে গেলেও তারা মেইলের কোন উত্তর দেয়নি কিংবা এই সমস্যার সমাধান করেনি।",1,0,3.5,2025-01-18 16:29:06,,,3.5
d53739a6-f040-4618-b0a8-b476c84f37e9,MD SHAHIDUZZMAN MIAH,https://play-lh.googleusercontent.com/a/ACg8ocKpEyAvTnMl-oewyM7QSTHxPX-PkmXlKcrP0ffgwtWjAgfmgQ=mo,"Last updated on 14 January, 2025. But didn’t find any changes in apps. It’s so slow motion app. Need to improve necessary update, otherwise it’s difficult to use now a days than others bank apps",3,3,3.6,2025-01-17 05:57:32,,,3.6
c0db7dba-7c6c-415d-a865-01ce17a69153,Shishir Saha,https://play-lh.googleusercontent.com/a-/ALV-UjX3uCZRhmFSn8QBpcdAHg8G17BjQCMXXUdAmno-4J6G9qGUWJw,Good,5,0,,2025-01-16 02:49:34,,,
9004bb37-1f11-409f-94d5-752a55a59f50,Md. Abu Syed,https://play-lh.googleusercontent.com/a-/ALV-UjX0_z5rC6q6zbPHojYWffxWkSzrWyHj-KyKJwvGId9jw3ShTDpjng,Too much slow.,1,2,3.6,2025-01-16 01:31:27,,,3.6
be13341e-9099-4622-8c7d-a8ce29e7118f,Abid Mohammad Golam Hamid,https://play-lh.googleusercontent.com/a-/ALV-UjVTPy5ZpXf2jRdJWGQLGSITbvRaxERQW1spO-4e7F8nN-ot0xZx,Network connections are one of the poorest,1,0,3.5,2024-12-30 06:27:22,,,3.5
9df001e9-b3c2-45fd-8275-fffa32b4b3a5,Anamul Babu,https://play-lh.googleusercontent.com/a/ACg8ocKI9ZQCAxbAYvASOnUECWRQ9jTx3lwqhxqYEoy6wy-qmwRUNQ=mo,Better with the best way of being there and I have been trying to be honest and wise for achived that was to be fair enough.,5,0,3.5,2024-12-28 05:30:49,,,3.5
819ee962-648d-42d0-bbf2-40635bda5851,Marjanul Haque,https://play-lh.googleusercontent.com/a-/ALV-UjUrcUnRJALKqOtHhiQNRiq6XFZbc6KM9pJW7qf2RZtoHJtTCjgU,"Update your UI, and make it load faster. It takes forever to follow any commands.",2,2,3.5,2024-12-26 10:33:19,,,3.5
180c0d85-668a-4035-888d-db6b90fbaf54,Nabil Mashrur (fahim),https://play-lh.googleusercontent.com/a-/ALV-UjVUfJxQddRHIEvbF8Fp88CVOxtCuw-wiCrNHrTGlSk8NiRN_pSK2g,Great app. DPS open korte bank a jete hoi na. It saves our time.,5,11,3.5,2024-12-15 16:37:22,,,3.5
19cbbfeb-f784-4ae2-b3e4-fe8cf6d6c2fc,MD SOHEL,https://play-lh.googleusercontent.com/a-/ALV-UjWw1BT8M0zAm1qRl1tfMd5XSE62Uwt0e2UJTIEp4kBKWJ1hrVz_,All,5,0,3.5,2024-12-10 10:07:54,,,3.5
fa4bdb53-d3d6-411c-bf6c-399dec3fdc6b,Rubayet Hossen,https://play-lh.googleusercontent.com/a/ACg8ocK6H7WqRJgjyA0xlg01EK9Dmibc7emLIBwdnpAM6xByvUsm6PQB=mo,Using THIS app is just annoying. Too much slow.,1,0,3.5,2024-12-03 12:17:49,,,3.5
06369eca-053d-41c6-8ec4-8aa650f74dae,Dr-Shakhawat Hossen,https://play-lh.googleusercontent.com/a/ACg8ocIkMAv330Ma3sN_YJ59gLZ_u-8RSlUiEPsAqKuZkeH8N3guwQ=mo,"Very slow app,feels disgusting & irritating.... Can u please improve your apps, otherwise i have to use other banks credit card",1,4,3.5,2024-11-25 05:23:42,,,3.5
c82e089b-802d-40d4-897d-3626ee380a84,Ajay Kumar Biswas,https://play-lh.googleusercontent.com/a-/ALV-UjWBK0yw5vxlgbcdpfePbp5c6_iOhX73dHCUtvgjZlS4JlCpn3Fn,Please update the app with new UI.,1,0,3.5,2024-11-09 14:49:34,,,3.5
